시도,구시,행정동,법정동
경기,이천시,설성면,제요리
경기,이천시,설성면,행죽리
경기,이천시,신둔면,고척리
경기,이천시,신둔면,남정리
경기,이천시,신둔면,도봉리
경기,이천시,신둔면,도암리
경기,이천시,신둔면,마교리
경기,이천시,신둔면,소정리
경기,이천시,신둔면,수광리
경기,이천시,신둔면,수남리
경기,이천시,신둔면,수하리
경기,이천시,신둔면,신둔면
경기,이천시,신둔면,용면리
경기,이천시,신둔면,인후리
경기,이천시,신둔면,장동리
경기,이천시,신둔면,지석리
경기,이천시,율면,고당리
경기,이천시,율면,본죽리
경기,이천시,율면,북두리
경기,이천시,율면,산성리
경기,이천시,율면,산양리
경기,이천시,율면,석산리
경기,이천시,율면,신추리
경기,이천시,율면,오성리
경기,이천시,율면,월포리
경기,이천시,율면,율면
경기,이천시,율면,총곡리
경기,이천시,이천시,이천시
경기,이천시,장호원읍,나래리
경기,이천시,장호원읍,노탑리
경기,이천시,장호원읍,대서리
경기,이천시,장호원읍,방추리
경기,이천시,장호원읍,선읍리
경기,이천시,장호원읍,송산리
경기,이천시,장호원읍,어석리
경기,이천시,장호원읍,오남리
경기,이천시,장호원읍,와현리
경기,이천시,장호원읍,이황리
경기,이천시,장호원읍,장호원리
경기,이천시,장호원읍,장호원읍
경기,이천시,장호원읍,진암리
경기,이천시,장호원읍,풍계리
경기,이천시,중리동,고담동
경기,이천시,중리동,단월동
경기,이천시,중리동,대포동
경기,이천시,중리동,율현동
경기,이천시,중리동,장록동
경기,이천시,중리동,중리동
경기,이천시,중리동,증일동
경기,이천시,중리동,진리동
경기,이천시,증포동,갈산동
경기,이천시,증포동,송정동
경기,이천시,증포동,안흥동
경기,이천시,증포동,증포동
경기,이천시,창전동,창전동
경기,이천시,호법면,단천리
경기,이천시,호법면,동산리
경기,이천시,호법면,매곡리
경기,이천시,호법면,송갈리
경기,이천시,호법면,안평리
경기,이천시,호법면,유산리
경기,이천시,호법면,주미리
경기,이천시,호법면,주박리
경기,이천시,호법면,호법면
경기,이천시,호법면,후안리
경기,파주시,광탄면,광탄면
경기,파주시,광탄면,기산리
경기,파주시,광탄면,마장리
경기,파주시,광탄면,발랑리
경기,파주시,광탄면,방축리
경기,파주시,광탄면,분수리
경기,파주시,광탄면,신산리
경기,파주시,광탄면,영장리
경기,파주시,광탄면,용미리
경기,파주시,광탄면,창만리
경기,파주시,교하동,교하동
경기,파주시,교하동,다율동
경기,파주시,교하동,당하동
경기,파주시,교하동,동패동
경기,파주시,교하동,문발동
경기,파주시,교하동,산남동
경기,파주시,교하동,서패동
경기,파주시,교하동,송촌동
경기,파주시,교하동,신촌동
경기,파주시,교하동,연다산동
경기,파주시,교하동,오도동
경기,파주시,교하동,하지석동
경기,파주시,금촌1동,금릉동
경기,파주시,금촌1동,금촌동
경기,파주시,금촌1동,아동동
경기,파주시,금촌2동,금릉동
경기,파주시,금촌2동,금촌동
경기,파주시,금촌3동,검산동
경기,파주시,금촌3동,금촌동
경기,파주시,금촌3동,맥금동
경기,파주시,금촌3동,아동동
경기,파주시,금촌3동,야동동
경기,파주시,문산읍,내포리
경기,파주시,문산읍,당동리
경기,파주시,문산읍,마정리
경기,파주시,문산읍,문산리
경기,파주시,문산읍,문산읍
경기,파주시,문산읍,사목리
경기,파주시,문산읍,선유리
경기,파주시,문산읍,운천리
경기,파주시,문산읍,이천리
경기,파주시,문산읍,임진리
경기,파주시,문산읍,장산리
경기,파주시,법원읍,가야리
경기,파주시,법원읍,갈곡리
경기,파주시,법원읍,금곡리
경기,파주시,법원읍,대능리
경기,파주시,법원읍,동문리
경기,파주시,법원읍,법원리
경기,파주시,법원읍,법원읍
경기,파주시,법원읍,삼방리
경기,파주시,법원읍,오현리
경기,파주시,법원읍,웅담리
경기,파주시,법원읍,직천리
경기,파주시,운정1동,교하동
경기,파주시,운정1동,당하동
경기,파주시,운정1동,와동동
경기,파주시,운정2동,목동동
경기,파주시,운정3동,동패동
경기,파주시,운정3동,야당동
경기,파주시,운정4동,상지석동
경기,파주시,운정4동,야당동
경기,파주시,운정5동,다율동
경기,파주시,운정5동,동패동
경기,파주시,운정5동,목동동
경기,파주시,운정5동,문발동
경기,파주시,운정5동,신촌동
경기,파주시,운정5동,연다산동
경기,파주시,운정6동,다율동
경기,파주시,운정6동,동패동
경기,파주시,운정6동,목동동
경기,파주시,월롱면,능산리
경기,파주시,월롱면,덕은리
경기,파주시,월롱면,도내리
경기,파주시,월롱면,영태리
경기,파주시,월롱면,월롱면
경기,파주시,월롱면,위전리
경기,파주시,장단면,강정리
경기,파주시,장단면,거곡리
경기,파주시,장단면,군내면
경기,파주시,장단면,금릉리
경기,파주시,장단면,노상리
경기,파주시,장단면,노하리
경기,파주시,장단면,덕산리
경기,파주시,장단면,도라산리
경기,파주시,장단면,동장리
경기,파주시,장단면,동파리
경기,파주시,장단면,방목리
경기,파주시,장단면,백연리
경기,파주시,장단면,서곡리
경기,파주시,장단면,석곶리
경기,파주시,장단면,선적리
경기,파주시,장단면,송산리
경기,파주시,장단면,어룡리
경기,파주시,장단면,용산리
경기,파주시,장단면,읍내리
경기,파주시,장단면,장단면
경기,파주시,장단면,점원리
경기,파주시,장단면,정동리
경기,파주시,장단면,정자리
경기,파주시,장단면,조산리
경기,파주시,장단면,진동면
경기,파주시,장단면,진서면
경기,파주시,장단면,초리
경기,파주시,장단면,하포리
경기,파주시,적성면,가월리
경기,파주시,적성면,객현리
경기,파주시,적성면,구읍리
경기,파주시,적성면,답곡리
경기,파주시,적성면,두지리
경기,파주시,적성면,마지리
경기,파주시,적성면,무건리
경기,파주시,적성면,설마리
경기,파주시,적성면,식현리
경기,파주시,적성면,어유지리
경기,파주시,적성면,율포리
경기,파주시,적성면,자장리
경기,파주시,적성면,장좌리
경기,파주시,적성면,장현리
경기,파주시,적성면,적성면
경기,파주시,적성면,적암리
경기,파주시,적성면,주월리
경기,파주시,조리읍,뇌조리
경기,파주시,조리읍,능안리
경기,파주시,조리읍,대원리
경기,파주시,조리읍,등원리
경기,파주시,조리읍,봉일천리
경기,파주시,조리읍,오산리
경기,파주시,조리읍,장곡리
경기,파주시,조리읍,조리읍
경기,파주시,탄현면,갈현리
경기,파주시,탄현면,금산리
경기,파주시,탄현면,금승리
경기,파주시,탄현면,낙하리
경기,파주시,탄현면,대동리
경기,파주시,탄현면,만우리
경기,파주시,탄현면,문지리
경기,파주시,탄현면,법흥리
경기,파주시,탄현면,성동리
경기,파주시,탄현면,오금리
경기,파주시,탄현면,축현리
경기,파주시,탄현면,탄현면
경기,파주시,파주시,파주시
경기,파주시,파주읍,백석리
경기,파주시,파주읍,봉서리
경기,파주시,파주읍,봉암리
경기,파주시,파주읍,부곡리
경기,파주시,파주읍,연풍리
경기,파주시,파주읍,파주리
경기,파주시,파주읍,파주읍
경기,파주시,파주읍,향양리
경기,파주시,파평면,금파리
경기,파주시,파평면,눌노리
경기,파주시,파평면,덕천리
경기,파주시,파평면,두포리
경기,파주시,파평면,마산리
경기,파주시,파평면,율곡리
경기,파주시,파평면,장파리
경기,파주시,파평면,파평면
경기,평택시,고덕동,고덕동
경기,평택시,고덕면,고덕면
경기,평택시,고덕면,궁리
경기,평택시,고덕면,당현리
경기,평택시,고덕면,동고리
경기,평택시,고덕면,동청리
경기,평택시,고덕면,두릉리
경기,평택시,고덕면,문곡리
경기,평택시,고덕면,방축리
경기,평택시,고덕면,여염리
경기,평택시,고덕면,좌교리
경기,평택시,고덕면,해창리
경기,평택시,동삭동,동삭동
경기,평택시,동삭동,칠원동
경기,평택시,비전1동,비전동
경기,평택시,비전1동,월곡동
경기,평택시,비전1동,죽백동
경기,평택시,비전1동,청룡동
경기,평택시,비전2동,비전동
경기,평택시,비전2동,소사동
경기,평택시,비전2동,용이동
경기,평택시,서정동,서정동
경기,평택시,서탄면,금각리
경기,평택시,서탄면,금암리
경기,평택시,서탄면,내천리
경기,평택시,서탄면,마두리
경기,평택시,서탄면,사리
경기,평택시,서탄면,서탄면
경기,평택시,서탄면,수월암리
경기,평택시,서탄면,장등리
경기,평택시,서탄면,적봉리
경기,평택시,서탄면,황구지리
경기,평택시,서탄면,회화리
경기,평택시,세교동,동삭동
경기,평택시,세교동,세교동
경기,평택시,세교동,신대동
경기,평택시,세교동,지제동
경기,평택시,송북동,독곡동
경기,평택시,송북동,신장동
경기,평택시,송북동,지산동
경기,평택시,송탄동,가재동
경기,평택시,송탄동,도일동
경기,평택시,송탄동,모곡동
경기,평택시,송탄동,장안동
경기,평택시,송탄동,칠괴동
경기,평택시,송탄동,칠원동
경기,평택시,신장1동,신장동
경기,평택시,신장2동,신장동
경기,평택시,신평동,유천동
경기,평택시,신평동,평택동
경기,평택시,신평동,합정동
경기,평택시,안중읍,금곡리
경기,평택시,안중읍,대반리
경기,평택시,안중읍,덕우리
경기,평택시,안중읍,삼정리
경기,평택시,안중읍,성해리
경기,평택시,안중읍,송담리
경기,평택시,안중읍,안중리
경기,평택시,안중읍,안중읍
경기,평택시,안중읍,용성리
경기,평택시,안중읍,학현리
경기,평택시,안중읍,현화리
경기,평택시,오성면,교포리
경기,평택시,오성면,길음리
경기,평택시,오성면,당거리
경기,평택시,오성면,숙성리
경기,평택시,오성면,신리
경기,평택시,오성면,안화리
경기,평택시,오성면,양교리
경기,평택시,오성면,오성면
경기,평택시,오성면,죽리
경기,평택시,오성면,창내리
경기,평택시,용이동,용이동
경기,평택시,원평동,군문동
경기,평택시,원평동,신대동
경기,평택시,원평동,통복동
경기,평택시,원평동,평택동
경기,평택시,중앙동,서정동
경기,평택시,중앙동,이충동
경기,평택시,중앙동,장당동
경기,평택시,지산동,신장동
경기,평택시,지산동,지산동
경기,평택시,진위면,가곡리
경기,평택시,진위면,갈곶리
경기,평택시,진위면,견산리
경기,평택시,진위면,고현리
경기,평택시,진위면,동천리
경기,평택시,진위면,마산리
경기,평택시,진위면,봉남리
경기,평택시,진위면,신리
경기,평택시,진위면,야막리
경기,평택시,진위면,은산리
경기,평택시,진위면,진위면
경기,평택시,진위면,청호리
경기,평택시,진위면,하북리
경기,평택시,청북읍,고렴리
경기,평택시,청북읍,고잔리
경기,평택시,청북읍,백봉리
경기,평택시,청북읍,삼계리
경기,평택시,청북읍,어소리
경기,평택시,청북읍,어연리
경기,평택시,청북읍,옥길리
경기,평택시,청북읍,율북리
경기,평택시,청북읍,청북읍
경기,평택시,청북읍,토진리
경기,평택시,청북읍,한산리
경기,평택시,청북읍,현곡리
경기,평택시,청북읍,후사리
경기,평택시,통복동,동삭동
경기,평택시,통복동,비전동
경기,평택시,통복동,세교동
경기,평택시,통복동,통복동
경기,평택시,팽성읍,객사리
경기,평택시,팽성읍,근내리
경기,평택시,팽성읍,남산리
경기,평택시,팽성읍,내리
경기,평택시,팽성읍,노성리
경기,평택시,팽성읍,노양리
경기,평택시,팽성읍,노와리
경기,평택시,팽성읍,대사리
경기,평택시,팽성읍,대추리
경기,평택시,팽성읍,도두리
경기,평택시,팽성읍,동창리
경기,평택시,팽성읍,두리
경기,평택시,팽성읍,두정리
경기,평택시,팽성읍,본정리
경기,평택시,팽성읍,석근리
경기,평택시,팽성읍,석봉리
경기,평택시,팽성읍,송화리
경기,평택시,팽성읍,신궁리
경기,평택시,팽성읍,신대리
경기,평택시,팽성읍,신호리
경기,평택시,팽성읍,안정리
경기,평택시,팽성읍,원정리
경기,평택시,팽성읍,추팔리
경기,평택시,팽성읍,팽성읍
경기,평택시,팽성읍,평궁리
경기,평택시,팽성읍,함정리
경기,평택시,평택시,평택시
경기,평택시,포승읍,내기리
경기,평택시,포승읍,도곡리
경기,평택시,포승읍,만호리
경기,평택시,포승읍,방림리
경기,평택시,포승읍,석정리
경기,평택시,포승읍,신영리
경기,평택시,포승읍,원정리
경기,평택시,포승읍,포승읍
경기,평택시,포승읍,홍원리
경기,평택시,포승읍,희곡리
경기,평택시,현덕면,권관리
경기,평택시,현덕면,기산리
경기,평택시,현덕면,대안리
경기,평택시,현덕면,덕목리
경기,평택시,현덕면,도대리
경기,평택시,현덕면,방축리
경기,평택시,현덕면,신왕리
경기,평택시,현덕면,운정리
경기,평택시,현덕면,인광리
경기,평택시,현덕면,장수리
경기,평택시,현덕면,현덕면
경기,평택시,현덕면,화양리
경기,평택시,현덕면,황산리
경기,포천시,가산면,가산리
경기,포천시,가산면,가산면
경기,포천시,가산면,감암리
경기,포천시,가산면,금현리
경기,포천시,가산면,마산리
경기,포천시,가산면,마전리
경기,포천시,가산면,방축리
경기,포천시,가산면,우금리
경기,포천시,가산면,정교리
경기,포천시,관인면,관인면
경기,포천시,관인면,냉정리
경기,포천시,관인면,사정리
경기,포천시,관인면,삼율리
경기,포천시,관인면,중리
경기,포천시,관인면,초과리
경기,포천시,관인면,탄동리
경기,포천시,군내면,구읍리
경기,포천시,군내면,군내면
경기,포천시,군내면,명산리
경기,포천시,군내면,상성북리
경기,포천시,군내면,용정리
경기,포천시,군내면,유교리
경기,포천시,군내면,좌의리
경기,포천시,군내면,직두리
경기,포천시,군내면,하성북리
경기,포천시,내촌면,내리
경기,포천시,내촌면,내촌면
경기,포천시,내촌면,마명리
경기,포천시,내촌면,소학리
경기,포천시,내촌면,신팔리
경기,포천시,내촌면,음현리
경기,포천시,내촌면,진목리
경기,포천시,선단동,동교동
경기,포천시,선단동,선단동
경기,포천시,선단동,설운동
경기,포천시,선단동,자작동
경기,포천시,소흘읍,고모리
경기,포천시,소흘읍,무림리
경기,포천시,소흘읍,무봉리
경기,포천시,소흘읍,소흘읍
경기,포천시,소흘읍,송우리
경기,포천시,소흘읍,이가팔리
경기,포천시,소흘읍,이곡리
경기,포천시,소흘읍,이동교리
경기,포천시,소흘읍,직동리
경기,포천시,소흘읍,초가팔리
경기,포천시,신북면,가채리
경기,포천시,신북면,갈월리
경기,포천시,신북면,계류리
경기,포천시,신북면,고일리
경기,포천시,신북면,금동리
경기,포천시,신북면,기지리
경기,포천시,신북면,덕둔리
경기,포천시,신북면,만세교리
경기,포천시,신북면,삼성당리
경기,포천시,신북면,삼정리
경기,포천시,신북면,신북면
경기,포천시,신북면,신평리
경기,포천시,신북면,심곡리
경기,포천시,영북면,대회산리
경기,포천시,영북면,문암리
경기,포천시,영북면,산정리
경기,포천시,영북면,소회산리
경기,포천시,영북면,야미리
경기,포천시,영북면,영북면
경기,포천시,영북면,운천리
경기,포천시,영북면,자일리
경기,포천시,영중면,거사리
경기,포천시,영중면,금주리
경기,포천시,영중면,성동리
경기,포천시,영중면,양문리
경기,포천시,영중면,영송리
경기,포천시,영중면,영중면
경기,포천시,영중면,영평리
경기,포천시,이동면,노곡리
경기,포천시,이동면,도평리
경기,포천시,이동면,연곡리
경기,포천시,이동면,이동면
경기,포천시,이동면,장암리
경기,포천시,일동면,기산리
경기,포천시,일동면,길명리
경기,포천시,일동면,사직리
경기,포천시,일동면,수입리
경기,포천시,일동면,유동리
경기,포천시,일동면,일동면
경기,포천시,일동면,화대리
경기,포천시,창수면,가양리
경기,포천시,창수면,고소성리
경기,포천시,창수면,신흥리
경기,포천시,창수면,오가리
경기,포천시,창수면,운산리
경기,포천시,창수면,주원리
경기,포천시,창수면,창수면
경기,포천시,창수면,추동리
경기,포천시,포천동,신읍동
경기,포천시,포천동,어룡동
경기,포천시,포천시,포천시
경기,포천시,화현면,명덕리
경기,포천시,화현면,지현리
경기,포천시,화현면,화현리
경기,포천시,화현면,화현면
경기,하남시,감북동,감북동
경기,하남시,감북동,감일동
경기,하남시,감북동,광암동
경기,하남시,감일동,감이동
경기,하남시,감일동,감일동
경기,하남시,덕풍1동,덕풍동
경기,하남시,덕풍2동,덕풍동
경기,하남시,덕풍3동,덕풍동
경기,하남시,미사1동,망월동
경기,하남시,미사1동,미사동
경기,하남시,미사2동,망월동
경기,하남시,미사2동,선동
경기,하남시,미사3동,풍산동
경기,하남시,신장1동,신장동
경기,하남시,신장2동,당정동
경기,하남시,신장2동,신장동
경기,하남시,신장2동,창우동
경기,하남시,위례동,감이동
경기,하남시,위례동,학암동
경기,하남시,천현동,배알미동
경기,하남시,천현동,상산곡동
경기,하남시,천현동,창우동
경기,하남시,천현동,천현동
경기,하남시,천현동,하산곡동
경기,하남시,초이동,광암동
경기,하남시,초이동,초이동
경기,하남시,초이동,초일동
경기,하남시,춘궁동,교산동
경기,하남시,춘궁동,상사창동
경기,하남시,춘궁동,춘궁동
경기,하남시,춘궁동,하사창동
경기,하남시,춘궁동,항동
경기,하남시,하남시,하남시
경기,화성시,기배동,기안동
경기,화성시,기배동,배양동
경기,화성시,남양읍,남양리
경기,화성시,남양읍,남양읍
경기,화성시,남양읍,무송리
경기,화성시,남양읍,문호리
경기,화성시,남양읍,북양리
경기,화성시,남양읍,송림리
경기,화성시,남양읍,수화리
경기,화성시,남양읍,시리
경기,화성시,남양읍,신남리
경기,화성시,남양읍,신외리
경기,화성시,남양읍,안석리
경기,화성시,남양읍,온석리
경기,화성시,남양읍,원천리
경기,화성시,남양읍,장덕리
경기,화성시,남양읍,장전리
경기,화성시,남양읍,활초리
경기,화성시,동탄1동,반송동
경기,화성시,동탄1동,석우동
경기,화성시,동탄2동,반송동
경기,화성시,동탄3동,능동
경기,화성시,동탄4동,청계동
경기,화성시,동탄5동,영천동
경기,화성시,동탄5동,중동
경기,화성시,동탄6동,금곡동
경기,화성시,동탄6동,방교동
경기,화성시,동탄6동,오산동
경기,화성시,동탄7동,산척동
경기,화성시,동탄7동,송동
경기,화성시,동탄8동,장지동
경기,화성시,동탄9동,목동
경기,화성시,동탄9동,신동
경기,화성시,마도면,고모리
경기,화성시,마도면,금당리
경기,화성시,마도면,두곡리
경기,화성시,마도면,마도면
경기,화성시,마도면,백곡리
경기,화성시,마도면,석교리
경기,화성시,마도면,송정리
경기,화성시,마도면,슬항리
경기,화성시,마도면,쌍송리
경기,화성시,마도면,청원리
경기,화성시,마도면,해문리
경기,화성시,매송면,매송면
경기,화성시,매송면,송라리
경기,화성시,매송면,숙곡리
경기,화성시,매송면,야목리
경기,화성시,매송면,어천리
경기,화성시,매송면,원리
경기,화성시,매송면,원평리
경기,화성시,매송면,천천리
경기,화성시,반월동,반월동
경기,화성시,병점1동,병점동
경기,화성시,병점2동,병점동
경기,화성시,봉담읍,내리
경기,화성시,봉담읍,당하리
경기,화성시,봉담읍,덕리
경기,화성시,봉담읍,덕우리
경기,화성시,봉담읍,동화리
경기,화성시,봉담읍,마하리
경기,화성시,봉담읍,봉담읍
경기,화성시,봉담읍,분천리
경기,화성시,봉담읍,상기리
경기,화성시,봉담읍,상리
경기,화성시,봉담읍,세곡리
경기,화성시,봉담읍,수기리
경기,화성시,봉담읍,수영리
경기,화성시,봉담읍,와우리
경기,화성시,봉담읍,왕림리
경기,화성시,봉담읍,유리
경기,화성시,봉담읍,하가등리
경기,화성시,비봉면,구포리
경기,화성시,비봉면,남전리
경기,화성시,비봉면,비봉면
경기,화성시,비봉면,삼화리
경기,화성시,비봉면,쌍학리
경기,화성시,비봉면,양노리
경기,화성시,비봉면,유포리
경기,화성시,비봉면,자안리
경기,화성시,비봉면,청요리
경기,화성시,새솔동,새솔동
경기,화성시,서신면,광평리
경기,화성시,서신면,궁평리
경기,화성시,서신면,매화리
경기,화성시,서신면,백미리
경기,화성시,서신면,사곳리
경기,화성시,서신면,상안리
경기,화성시,서신면,서신면
경기,화성시,서신면,송교리
경기,화성시,서신면,용두리
경기,화성시,서신면,장외리
경기,화성시,서신면,전곡리
경기,화성시,서신면,제부리
경기,화성시,서신면,홍법리
경기,화성시,송산면,고정리
경기,화성시,송산면,고포리
경기,화성시,송산면,독지리
경기,화성시,송산면,마산리
경기,화성시,송산면,봉가리
경기,화성시,송산면,사강리
경기,화성시,송산면,삼존리
경기,화성시,송산면,송산면
경기,화성시,송산면,신천리
경기,화성시,송산면,쌍정리
경기,화성시,송산면,용포리
경기,화성시,송산면,육일리
경기,화성시,송산면,중송리
경기,화성시,송산면,지화리
경기,화성시,송산면,천등리
경기,화성시,송산면,칠곡리
경기,화성시,양감면,대양리
경기,화성시,양감면,사창리
경기,화성시,양감면,송산리
경기,화성시,양감면,신왕리
경기,화성시,양감면,양감면
경기,화성시,양감면,요당리
경기,화성시,양감면,용소리
경기,화성시,양감면,정문리
경기,화성시,우정읍,국화리
경기,화성시,우정읍,매향리
경기,화성시,우정읍,멱우리
경기,화성시,우정읍,석천리
경기,화성시,우정읍,우정읍
경기,화성시,우정읍,운평리
경기,화성시,우정읍,원안리
경기,화성시,우정읍,이화리
경기,화성시,우정읍,조암리
경기,화성시,우정읍,주곡리
경기,화성시,우정읍,한각리
경기,화성시,우정읍,호곡리
경기,화성시,우정읍,화산리
경기,화성시,우정읍,화수리
경기,화성시,장안면,금의리
경기,화성시,장안면,노진리
경기,화성시,장안면,덕다리
경기,화성시,장안면,독정리
경기,화성시,장안면,사곡리
경기,화성시,장안면,사랑리
경기,화성시,장안면,석포리
경기,화성시,장안면,수촌리
경기,화성시,장안면,어은리
경기,화성시,장안면,장안리
경기,화성시,장안면,장안면
경기,화성시,정남면,계향리
경기,화성시,정남면,고지리
경기,화성시,정남면,관항리
경기,화성시,정남면,괘랑리
경기,화성시,정남면,귀래리
경기,화성시,정남면,금복리
경기,화성시,정남면,내리
경기,화성시,정남면,덕절리
경기,화성시,정남면,망월리
경기,화성시,정남면,문학리
경기,화성시,정남면,발산리
경기,화성시,정남면,백리
경기,화성시,정남면,보통리
경기,화성시,정남면,수면리
경기,화성시,정남면,신리
경기,화성시,정남면,오일리
경기,화성시,정남면,용수리
경기,화성시,정남면,음양리
경기,화성시,정남면,정남면
경기,화성시,정남면,제기리
경기,화성시,진안동,기산동
경기,화성시,진안동,능동
경기,화성시,진안동,반정동
경기,화성시,진안동,진안동
경기,화성시,팔탄면,가재리
경기,화성시,팔탄면,고주리
경기,화성시,팔탄면,구장리
경기,화성시,팔탄면,기천리
경기,화성시,팔탄면,노하리
경기,화성시,팔탄면,덕우리
경기,화성시,팔탄면,덕천리
경기,화성시,팔탄면,매곡리
경기,화성시,팔탄면,서근리
경기,화성시,팔탄면,월문리
경기,화성시,팔탄면,율암리
경기,화성시,팔탄면,지월리
경기,화성시,팔탄면,창곡리
경기,화성시,팔탄면,팔탄면
경기,화성시,팔탄면,하저리
경기,화성시,팔탄면,해창리
경기,화성시,팔탄면,화당리
경기,화성시,향남읍,갈천리
경기,화성시,향남읍,관리
경기,화성시,향남읍,구문천리
경기,화성시,향남읍,길성리
경기,화성시,향남읍,도이리
경기,화성시,향남읍,동오리
경기,화성시,향남읍,발안리
경기,화성시,향남읍,방축리
경기,화성시,향남읍,백토리
경기,화성시,향남읍,상두리
경기,화성시,향남읍,상신리
경기,화성시,향남읍,송곡리
경기,화성시,향남읍,수직리
경기,화성시,향남읍,요리
경기,화성시,향남읍,장짐리
경기,화성시,향남읍,제암리
경기,화성시,향남읍,증거리
경기,화성시,향남읍,평리
경기,화성시,향남읍,하길리
경기,화성시,향남읍,행정리
경기,화성시,향남읍,향남읍
경기,화성시,향남읍,화리현리
경기,화성시,화산동,송산동
경기,화성시,화산동,안녕동
경기,화성시,화산동,황계동
경기,화성시,화성시,화성시
서울,강남구,강남구,강남구
서울,강남구,개포1동,개포동
서울,강남구,개포2동,개포동
서울,강남구,개포2동,일원동
서울,강남구,개포3동,개포동
서울,강남구,개포3동,대치동
서울,강남구,개포3동,일원동
서울,강남구,개포4동,개포동
서울,강남구,논현1동,논현동
서울,강남구,논현2동,논현동
서울,강남구,대치1동,대치동
서울,강남구,대치2동,대치동
서울,강남구,대치4동,대치동
서울,강남구,도곡1동,도곡동
서울,강남구,도곡2동,도곡동
서울,강남구,삼성1동,삼성동
서울,강남구,삼성2동,삼성동
서울,강남구,세곡동,세곡동
서울,강남구,세곡동,율현동
서울,강남구,세곡동,자곡동
서울,강남구,수서동,수서동
서울,강남구,신사동,신사동
서울,강남구,신사동,압구정동
서울,강남구,압구정동,신사동
서울,강남구,압구정동,압구정동
서울,강남구,역삼1동,역삼동
서울,강남구,역삼2동,역삼동
서울,강남구,일원1동,수서동
서울,강남구,일원1동,일원동
서울,강남구,일원본동,수서동
서울,강남구,일원본동,일원동
서울,강남구,청담동,청담동
서울,강동구,강동구,강동구
서울,강동구,강일동,강일동
서울,강동구,고덕1동,고덕동
서울,강동구,고덕2동,고덕동
서울,강동구,길동,길동
서울,강동구,둔촌1동,둔촌동
서울,강동구,둔촌2동,둔촌동
서울,강동구,명일1동,명일동
서울,강동구,명일2동,명일동
서울,강동구,상일1동,상일동
서울,강동구,상일2동,상일동
서울,강동구,성내1동,성내동
서울,강동구,성내2동,성내동
서울,강동구,성내3동,성내동
서울,강동구,암사1동,암사동
서울,강동구,암사2동,암사동
서울,강동구,암사3동,암사동
서울,강동구,천호1동,천호동
서울,강동구,천호2동,천호동
서울,강동구,천호3동,천호동
서울,강북구,강북구,강북구
서울,강북구,미아동,미아동
서울,강북구,번1동,번동
서울,강북구,번2동,번동
서울,강북구,번3동,번동
서울,강북구,삼각산동,미아동
서울,강북구,삼양동,미아동
서울,강북구,송중동,미아동
서울,강북구,송천동,미아동
서울,강북구,수유1동,수유동
서울,강북구,수유2동,수유동
서울,강북구,수유3동,수유동
서울,강북구,우이동,수유동
서울,강북구,우이동,우이동
서울,강북구,인수동,수유동
서울,강서구,가양1동,가양동
서울,강서구,가양1동,등촌동
서울,강서구,가양1동,마곡동
서울,강서구,가양2동,가양동
서울,강서구,가양3동,가양동
서울,강서구,강서구,강서구
서울,강서구,공항동,공항동
서울,강서구,공항동,과해동
서울,강서구,공항동,마곡동
서울,강서구,공항동,방화동
서울,강서구,공항동,오곡동
서울,강서구,공항동,오쇠동
서울,강서구,등촌1동,등촌동
서울,강서구,등촌2동,등촌동
서울,강서구,등촌3동,등촌동
서울,강서구,발산1동,내발산동
서울,강서구,발산1동,마곡동
서울,강서구,발산1동,외발산동
서울,강서구,방화1동,공항동
서울,강서구,방화1동,마곡동
서울,강서구,방화1동,방화동
서울,강서구,방화2동,개화동
서울,강서구,방화2동,방화동
서울,강서구,방화3동,마곡동
서울,강서구,방화3동,방화동
서울,강서구,염창동,가양동
서울,강서구,염창동,염창동
서울,강서구,우장산동,내발산동
서울,강서구,우장산동,화곡동
서울,강서구,화곡1동,화곡동
서울,강서구,화곡2동,화곡동
서울,강서구,화곡3동,화곡동
서울,강서구,화곡4동,화곡동
서울,강서구,화곡6동,화곡동
서울,강서구,화곡8동,화곡동
서울,강서구,화곡본동,화곡동
서울,관악구,관악구,관악구
서울,관악구,낙성대동,봉천동
서울,관악구,난곡동,신림동
서울,관악구,난향동,신림동
서울,관악구,남현동,남현동
서울,관악구,대학동,신림동
서울,관악구,미성동,신림동
서울,관악구,보라매동,봉천동
서울,관악구,삼성동,신림동
서울,관악구,서림동,신림동
서울,관악구,서원동,신림동
서울,관악구,성현동,봉천동
서울,관악구,신림동,신림동
서울,관악구,신사동,신림동
서울,관악구,신원동,신림동
서울,관악구,은천동,봉천동
서울,관악구,인헌동,봉천동
서울,관악구,조원동,신림동
서울,관악구,중앙동,봉천동
서울,관악구,청룡동,봉천동
서울,관악구,청림동,봉천동
서울,관악구,행운동,봉천동
서울,광진구,광장동,광장동
서울,광진구,광진구,광진구
서울,광진구,구의1동,구의동
서울,광진구,구의2동,구의동
서울,광진구,구의3동,구의동
서울,광진구,군자동,군자동
서울,광진구,능동,능동
서울,광진구,자양1동,자양동
서울,광진구,자양2동,자양동
서울,광진구,자양3동,자양동
서울,광진구,자양4동,자양동
서울,광진구,중곡1동,중곡동
서울,광진구,중곡2동,중곡동
서울,광진구,중곡3동,중곡동
서울,광진구,중곡4동,중곡동
서울,광진구,화양동,화양동
서울,구로구,가리봉동,가리봉동
서울,구로구,개봉1동,개봉동
